# t x y z vx vy vz phi theta gamma phid thetad gammad
6.013363028953240264e-01 5.166707914445958671e+00 1.350167631897565834e-01 1.653440092971529163e+00 7.141927652839191509e+00 6.017558765067803073e-01 1.506326489632986210e+00 -1.723203365383521035e-01 -5.476379429245002983e-01 2.989588416504955504e+01 -3.081008373717554205e-01 -3.624322893338329798e-01 4.952987337900690079e+01
6.046770601336314277e-01 5.190541802398896287e+00 1.370363959944006504e-01 1.658469432531058718e+00 7.126631119630570943e+00 6.073344760274030918e-01 1.504556790454748327e+00 -1.733496093145272532e-01 -5.488501158772877142e-01 3.006134890539643933e+01 -3.079670132565858753e-01 -3.632270133385012700e-01 4.952841630768649139e+01
6.080178173719388290e-01 5.214324633617760441e+00 1.390747007769606580e-01 1.663492713380958277e+00 7.111361686037599661e+00 6.129341660293655680e-01 1.502699474112731304e+00 -1.743772394148559168e-01 -5.500645503099012013e-01 3.022680941040043123e+01 -3.071361563002326656e-01 -3.637551712338218390e-01 4.952732843983203992e+01
6.113585746102462304e-01 5.238056498627939206e+00 1.411317479405657660e-01 1.668509644110556689e+00 7.096119352405600544e+00 6.185549011273600017e-01 1.500755306101189124e+00 -1.754011231121234138e-01 -5.512800642947365271e-01 3.039226679989992519e+01 -3.057528561478479734e-01 -3.638495572275298739e-01 4.952653650482687198e+01
6.146993318485536317e-01 5.261737488014624375e+00 1.432076076163165679e-01 1.673519935737167064e+00 7.080904156279649087e+00 6.241965657277132040e-01 1.498724969357515757e+00 -1.764197301968366272e-01 -5.524949984424133431e-01 3.055772190076586625e+01 -3.040126212680085982e-01 -3.633936752088918198e-01 4.952594002907176218e+01
6.180400890868610331e-01 5.285367692565432485e+00 1.453023494512788727e-01 1.678523301384270194e+00 7.065716182523279265e+00 6.298589885298921942e-01 1.496609038537229042e+00 -1.774322390468936472e-01 -5.537074036324020065e-01 3.072317517388012220e+01 -3.021403383042672308e-01 -3.623316830362642293e-01 4.952542234319064818e+01
6.213808463251684344e-01 5.308947203437718976e+00 1.474160424540679193e-01 1.683519455893168759e+00 7.050555567893706410e+00 6.355419621756019932e-01 1.494407966155256950e+00 -1.784385953474468822e-01 -5.549152512633794831e-01 3.088862668041451798e+01 -3.003665079682815708e-01 -3.606718548120886880e-01 4.952486289578782674e+01
6.247216035634758358e-01 5.332476112331490548e+00 1.495487549117008874e-01 1.688508115409521393e+00 7.035422499828221987e+00 6.412452658838555530e-01 1.492122081435851122e+00 -1.794394911548976290e-01 -5.561166439864291267e-01 3.105407608964582877e+01 -2.989037279843194672e-01 -3.584834456945756864e-01 4.952414959334700484e+01
6.280623608017832371e-01 5.355954511649001937e+00 1.517005543837491588e-01 1.693488996986797446e+00 7.020317209790836621e+00 6.469686886958854188e-01 1.489751601411120951e+00 -1.804362691426224241e-01 -5.573100056270696712e-01 3.121952272628094605e+01 -2.979257870741476300e-01 -3.558875116762286739e-01 4.952318991720180463e+01
6.314031180400906385e-01 5.379382494624207034e+00 1.538715077718671720e-01 1.698461818245105448e+00 7.005239962064997883e+00 6.527120509841305429e-01 1.487296652610386349e+00 -1.814307642541055365e-01 -5.584942318620921275e-01 3.138496565132286165e+01 -2.975513930698996945e-01 -3.530428259969777827e-01 4.952191972535299413e+01
6.347438752783980398e-01 5.402760155408950382e+00 1.560616814553187071e-01 1.703426297116604760e+00 6.990191039305098109e+00 6.584752221434962971e-01 1.484757300703214211e+00 -1.824251009007185620e-01 -5.596687878334027921e-01 3.155040376727520979e+01 -2.978340236654707374e-01 -3.501284878036452497e-01 4.952030891165156845e+01
6.380846325167054411e-01 5.426087589107664755e+00 1.582711414768910030e-01 1.708382151698678353e+00 6.975170726437193380e+00 6.642581328459662426e-01 1.482133584785519709e+00 -1.834214677245915859e-01 -5.608337447276134924e-01 3.171583593627589437e+01 -2.987587196817870772e-01 -3.473250959633794599e-01 4.951836343844809818e+01
6.414253897550128425e-01 5.449364891757900509e+00 1.604999537591636216e-01 1.713329100224355583e+00 6.960179294605146616e+00 6.700607808473985072e-01 1.479425552683810929e+00 -1.844218934721415792e-01 -5.619897537941436205e-01 3.188126109877088510e+01 -3.002459101970857414e-01 -3.447964394096086904e-01 4.951612364368600794e+01
6.447661469933202438e-01 5.472592160259584837e+00 1.627481843288541008e-01 1.718266861147367486e+00 6.945216986787905888e+00 6.758832300208365007e-01 1.476633293712898976e+00 -1.854280466123589266e-01 -5.631379626440767838e-01 3.204667838065666530e+01 -3.021616433270539748e-01 -3.426735338636106576e-01 4.951365910788095448e+01
6.481069042316276452e-01 5.495769492261016964e+00 1.650158995270367135e-01 1.723195153327899742e+00 6.930284006480869508e+00 6.817256029812852614e-01 1.473756965734625890e+00 -1.864410781601447964e-01 -5.642798843256986441e-01 3.221208717836334756e+01 -3.043329689181218378e-01 -3.410425325798781548e-01 4.951106070964607397e+01
6.514476614699350465e-01 5.518896986013658967e+00 1.673031661853222052e-01 1.728113696295694002e+00 6.915380510469367970e+00 6.875880682925652465e-01 1.470796814072683922e+00 -1.874615221297863121e-01 -5.654172340647516393e-01 3.237748721392168250e+01 -3.065667413759738391e-01 -3.399375930995137685e-01 4.950843076536065013e+01
6.547884187082424479e-01 5.541974740210490857e+00 1.696100517522731443e-01 1.733022210560466680e+00 6.900506606267734711e+00 6.934708237473230508e-01 1.467753180757774167e+00 -1.884892617246966828e-01 -5.665517512901265818e-01 3.254287855535580576e+01 -3.086698257819192603e-01 -3.393392433564565436e-01 4.950587231399460109e+01
6.581291759465498492e-01 5.565002853823779461e+00 1.719366243599143584e-01 1.737920417936222428e+00 6.885662354303053512e+00 6.993740775419856615e-01 1.464626503607130203e+00 -1.895235624539579056e-01 -5.676850254240393134e-01 3.270826160140551053e+01 -3.104686199796230506e-01 -3.391782168664791985e-01 4.950347865897472843e+01
6.614699331848572506e-01 5.587981425957571524e+00 1.742829528265668060e-01 1.742808041846124922e+00 6.870847774440225209e+00 7.052980293041228865e-01 1.461417305675354550e+00 -1.905631665747994641e-01 -5.688183428822900511e-01 3.287363703322008490e+01 -3.118259480180870513e-01 -3.393441773252385274e-01 4.950132421515930048e+01
6.648106904231646519e-01 5.610910555728134241e+00 1.766491065987188525e-01 1.747684807577976507e+00 6.856062856022606233e+00 7.112428528657382953e-01 1.458126176546744812e+00 -1.916064372721655307e-01 -5.699525699786502919e-01 3.303900573891448289e+01 -3.126537131857584084e-01 -3.396982820236965628e-01 4.949945754217259974e+01
6.681514476614720532e-01 5.633790342182244615e+00 1.790351556406074851e-01 1.752550442466580094e+00 6.841307570280149797e+00 7.172086824276429073e-01 1.454753747684732534e+00 -1.926515363730123831e-01 -5.710880822970947346e-01 3.320436871942631285e+01 -3.129201808696558951e-01 -3.400881851866779382e-01 4.949789719683432310e+01
6.714922048997794546e-01 5.656620884259028870e+00 1.814411702850453334e-01 1.757404675987556342e+00 6.826581883762855796e+00 7.231956033596167455e-01 1.451300664546380847e+00 -1.936966165650486071e-01 -5.722247460506570960e-01 3.336972698573155327e+01 -3.126513388050530806e-01 -3.403638867434233828e-01 4.949663073515062450e+01
6.748329621380868559e-01 5.679402280796441715e+00 1.838672210623621406e-01 1.762247239756656203e+00 6.811885771405609802e+00 7.292036483739581243e-01 1.447767558371892527e+00 -1.947400082654155151e-01 -5.733619515239473108e-01 3.353508145804051566e+01 -3.119263942421270919e-01 -3.403928029109792863e-01 4.949561686978842800e+01
6.781737193763942573e-01 5.702134630578934882e+00 1.863133785258655750e-01 1.767077867438250571e+00 6.797219227920669127e+00 7.352327992499225751e-01 1.444155020463948169e+00 -1.957803824766509437e-01 -5.744986934532743117e-01 3.370043287708243440e+01 -3.108680526397077371e-01 -3.400725691473266421e-01 4.949479047415031374e+01
6.815144766147016586e-01 5.724818032418834690e+00 1.887797130918799360e-01 1.771896294575536546e+00 6.782582276431619484e+00 7.412829937300450256e-01 1.440463581402208870e+00 -1.968168739887825036e-01 -5.756336886516656426e-01 3.386578173608084086e+01 -3.096287241205184504e-01 -3.393403644279070486e-01 4.949406984899184181e+01
6.848552338530090600e-01 5.747452585260835356e+00 1.912662949102998666e-01 1.776702258362227393e+00 6.767974973581091014e+00 7.473541367106258937e-01 1.436693697043146534e+00 -1.978491537774549336e-01 -5.767655177665415023e-01 3.403112823969863854e+01 -3.083741754305632243e-01 -3.381779358453459450e-01 4.949336545739264182e+01
6.881959910913164613e-01 5.770038388297072274e+00 1.937731937779708646e-01 1.781495497380450876e+00 6.753397410728316785e+00 7.534461144546232836e-01 1.432845742403131561e+00 -1.988774449149519619e-01 -5.778927760695657945e-01 3.419647229334287886e+01 -3.072663538025215968e-01 -3.366119617490558324e-01 4.949258920773898041e+01
6.915367483296238627e-01 5.792575541079645340e+00 1.963004791024934304e-01 1.786275751331871886e+00 6.738849711261016395e+00 7.595588103011166048e-01 1.428920013694421787e+00 -1.999024821780921446e-01 -5.790142177730464024e-01 3.436181352306533654e+01 -3.064471388634554816e-01 -3.347098720394648952e-01 4.949166333300251353e+01
6.948775055679312640e-01 5.815064143618196013e+00 1.988482199187478761e-01 1.791042760788578603e+00 6.724332024437169153e+00 7.656921202519317848e-01 1.424916737964273317e+00 -2.009254212047022481e-01 -5.801288795341457138e-01 3.452715132319817570e+01 -3.060246314318303407e-01 -3.325716971336868943e-01 4.949052797956790073e+01
6.982182628062386653e-01 5.837504296452125985e+00 2.014164849551015046e-01 1.795796266987173651e+00 6.709844516507313728e+00 7.718459668869822599e-01 1.420836089057298190e+00 -2.019477079551289245e-01 -5.812361713790438200e-01 3.469248492613511559e+01 -3.060632831728878345e-01 -3.303188979778244327e-01 4.948914677210945712e+01
7.015590200445460667e-01 5.859896100689979903e+00 2.040053427414197373e-01 1.800536011684232385e+00 6.695387360115148567e+00 7.780203102828033845e-01 1.416678208048705701e+00 -2.029709229051282482e-01 -5.823359269502716984e-01 3.485781348657658185e+01 -3.065787435557477680e-01 -3.280814022316974610e-01 4.948750984545240073e+01
7.048997772828534680e-01 5.882239658012117900e+00 2.066148617471263993e-01 1.805261737084429052e+00 6.680960723111573074e+00 7.842151549560981705e-01 1.412443225931130586e+00 -2.039966164971214746e-01 -5.834284093465701426e-01 3.502313617130052137e+01 -3.075377970645365999e-01 -3.259842122650449814e-01 4.948563410551183495e+01
7.082405345211608694e-01 5.904535070636653060e+00 2.092451105349945328e-01 1.809973185844942822e+00 6.666564757934872354e+00 7.904305522865556766e-01 1.408131286207753741e+00 -2.050261527425948638e-01 -5.845142734232625648e-01 3.518845224520749326e+01 -3.088632375750667292e-01 -3.241349488625328568e-01 4.948356077008873655e+01
7.115812917594682707e-01 5.926782441252353095e+00 2.118961579153099406e-01 1.814670101152024539e+00 6.652199592610057444e+00 7.966665983441428844e-01 1.403742565152386712e+00 -2.060605765154082114e-01 -5.855944897809479688e-01 3.535376114502638956e+01 -3.104430325894664278e-01 -3.226135552951821528e-01 4.948135051592762323e+01
7.149220489977756721e-01 5.948981872925393155e+00 2.145680730855776541e-01 1.819352226858619970e+00 6.637865324217917973e+00 8.029234275067159698e-01 1.399277287822445537e+00 -2.071005171950547619e-01 -5.866702393595024656e-01 3.551906253356374066e+01 -3.121427171184837923e-01 -3.214651282913426611e-01 4.947907679256195479e+01
7.182628062360830734e-01 5.971133468989259896e+00 2.172609257429284346e-01 1.824019307666340683e+00 6.623562015403442693e+00 8.092012026583669249e-01 1.394735738411889248e+00 -2.081461372514391006e-01 -5.877427902233254287e-01 3.568435632955558390e+01 -3.138196648774185249e-01 -3.206964955303099885e-01 4.947681803301252756e+01
7.216035634743904748e-01 5.993237332928449845e+00 2.199747861595712783e-01 1.828671089331369126e+00 6.609289694165435769e+00 8.155001030692357045e-01 1.390118264151154026e+00 -2.091971295589477586e-01 -5.888133695378204857e-01 3.584964271079298470e+01 -3.153377387000699250e-01 -3.202767616578213739e-01 4.947464958105940269e+01
7.249443207126978761e-01 6.015293568266858237e+00 2.227097252156667595e-01 1.833307318872349878e+00 6.595048356829213532e+00 8.218203112465365390e-01 1.385425272633393323e+00 -2.102527621969843274e-01 -5.898830437962964135e-01 3.601492209096055319e+01 -3.165808322600925928e-01 -3.201416383127477783e-01 4.947263615836013884e+01
7.282850779510052774e-01 6.037302278470872530e+00 2.254658143884335497e-01 1.837927744759030091e+00 6.580837973787079243e+00 8.281620001005113307e-01 1.380657223102166320e+00 -2.113119647509259513e-01 -5.909526191006639895e-01 3.618019507326633288e+01 -3.174639746570254162e-01 -3.202009994244812696e-01 4.947082561511427912e+01
7.316258351893126788e-01 6.059263566875353391e+00 2.282431257006893310e-01 1.842532117063185870e+00 6.566658497327719779e+00 8.345253216881051150e-01 1.375814612810921878e+00 -2.123734461382969230e-01 -5.920225708989367286e-01 3.634546238619069669e+01 -3.179409567581846785e-01 -3.203487974647315495e-01 4.946924455651531360e+01
7.349665924276200801e-01 6.081177536638070258e+00 2.310417316359391349e-01 1.847120187557864446e+00 6.552509870690198746e+00 8.409103985947105064e-01 1.370897960005847294e+00 -2.134358311242164630e-01 -5.930930093166489891e-01 3.651072480832899458e+01 -3.180078201226557710e-01 -3.204742675656653828e-01 4.946789623167207850e+01
7.383073496659274815e-01 6.103044290725105903e+00 2.338617050301884381e-01 1.851691709756655646e+00 6.538392037386367761e+00 8.473173187149187768e-01 1.365907785353098980e+00 -2.144978012066115214e-01 -5.941636824436760111e-01 3.667598309020322489e+01 -3.177019846223625987e-01 -3.204732519371896737e-01 4.946676083419438186e+01
7.416481069042348828e-01 6.124863931926511462e+00 2.367031189526060397e-01 1.856246438890972739e+00 6.524304949842978374e+00 8.537461338297785973e-01 1.360844593709897854e+00 -2.155582255489513210e-01 -5.952340160470313002e-01 3.684123788100575325e+01 -3.170972346412704312e-01 -3.202585023787054563e-01 4.946579811846665109e+01
7.449888641425422842e-01 6.146636562898501133e+00 2.395660465878407530e-01 1.860784131829533949e+00 6.510248576517073005e+00 8.601968619884444722e-01 1.355708858026859254e+00 -2.166162690702165827e-01 -5.963031845668013142e-01 3.700648966752741131e+01 -3.162951918831432563e-01 -3.197679574160794957e-01 4.946495200683639126e+01
7.483296213808496855e-01 6.168362286225907987e+00 2.424505611321837451e-01 1.865304546949776654e+00 6.496222906821841114e+00 8.666694933253085154e-01 1.350501006885300948e+00 -2.176714674821164930e-01 -5.973702052688755204e-01 3.717173873110574789e+01 -3.154142361496382607e-01 -3.189702252743191191e-01 4.946415667231267577e+01
7.516703786191570869e-01 6.190041204496817606e+00 2.453567357139709859e-01 1.869807443975286310e+00 6.482227953443707058e+00 8.731639986162498257e-01 1.345221416753199284e+00 -2.187237626880939589e-01 -5.984340453531711290e-01 3.733698512646486023e+01 -3.145770631758901259e-01 -3.178668081786774624e-01 4.946334344659940285e+01
7.550111358574644882e-01 6.211673420380345867e+00 2.482846433458547053e-01 1.874292583796114187e+00 6.468263751908618353e+00 8.796803396300671984e-01 1.339870409533828965e+00 -2.197734961383829289e-01 -5.994937308292044298e-01 3.750222868401462506e+01 -3.138981710482988130e-01 -3.164909449282942155e-01 4.946244783646375964e+01
7.583518930957718895e-01 6.233259036698529876e+00 2.512343569131453846e-01 1.878759728289861597e+00 6.454330357537394036e+00 8.862184801853371097e-01 1.334448255435684905e+00 -2.208213620365493957e-01 -6.005484461377981198e-01 3.766746903477244501e+01 -3.134725369689897456e-01 -3.149032921127151718e-01 4.946141593793036861e+01
7.616926503340792909e-01 6.254798156484211447e+00 2.542059491986990993e-01 1.883208640160613623e+00 6.440427840188077901e+00 8.927783967900567719e-01 1.328955180666054892e+00 -2.218683262809110768e-01 -6.015976147668141705e-01 3.783270565480826519e+01 -3.133665905166329591e-01 -3.131849753200129371e-01 4.946020961567986518e+01
7.650334075723866922e-01 6.276290883018479150e+00 2.571994929411768882e-01 1.887639082810358637e+00 6.426556277392426964e+00 8.993600878211556182e-01 1.323391378994546619e+00 -2.229155203067404167e-01 -6.026409533195629109e-01 3.799793792421909444e+01 -3.136123268899123073e-01 -3.114287899668468085e-01 4.945880995521800827e+01
7.683741648106940936e-01 6.297737319843533577e+00 2.602150609202963927e-01 1.892050820253727172e+00 6.412715746634485292e+00 9.059635803816998845e-01 1.317757025889022771e+00 -2.239641212609252974e-01 -6.036784943965358696e-01 3.816316519429632592e+01 -3.142050631334492028e-01 -3.097294938297520117e-01 4.945721868244729791e+01
7.717149220490014949e-01 6.319137570749447264e+00 2.632527260602314789e-01 1.896443617082177013e+00 6.398906317579748482e+00 9.125889342340023358e-01 1.312052293724131236e+00 -2.250152309893005409e-01 -6.047105769316993840e-01 3.832838685588183125e+01 -3.151049585471267789e-01 -3.081741961267176477e-01 4.945545745907871549e+01
7.750556792873088963e-01 6.340491739735989007e+00 2.663125615408158953e-01 1.900817238478611726e+00 6.385128045040361577e+00 9.192362425181619390e-01 1.306277366516255034e+00 -2.260697660764346417e-01 -6.057378059421724137e-01 3.849360240196897109e+01 -3.162420372509486821e-01 -3.068338077162763855e-01 4.945356518021453951e+01
7.783964365256162976e-01 6.361799930953149662e+00 2.693946409057871305e-01 1.905171450278401846e+00 6.371380963360301131e+00 9.259056292949217060e-01 1.300432452746622225e+00 -2.271283697094626797e-01 -6.067609866695899967e-01 3.865881147836788045e+01 -3.175241052192157021e-01 -3.057563808202856115e-01 4.945159359978320168e+01
7.817371937639236990e-01 6.383062248626034219e+00 2.724990381579682208e-01 1.909506019068341276e+00 6.357665082737594453e+00 9.325972442656275119e-01 1.294517795079756173e+00 -2.281913536258461106e-01 -6.077810405179973063e-01 3.882401391762375908e+01 -3.188466800392275591e-01 -3.049629513167118611e-01 4.944960177022553438e+01
7.850779510022311003e-01 6.404278796971154541e+00 2.756258278329291600e-01 1.913820712311659289e+00 6.343980387787495623e+00 9.393112552898014167e-01 1.288533676137730399e+00 -2.292586751344202478e-01 -6.087989118008158007e-01 3.898920975319679627e+01 -3.201038748138426704e-01 -3.044462262722945067e-01 4.944764988952304918e+01
7.884187082405385016e-01 6.425449680111796624e+00 2.787750850450922968e-01 1.918115298485088216e+00 6.330326838414273460e+00 9.460478395175242472e-01 1.282480419912672254e+00 -2.303299505225174792e-01 -6.098154749619630888e-01 3.915439921298419534e+01 -3.211991128395625950e-01 -3.041721629514215763e-01 4.944579319212545698e+01
7.917594654788459030e-01 6.446575001999951482e+00 2.819468855031843635e-01 1.922389547213343208e+00 6.316704372824532676e+00 9.528071740626317121e-01 1.276358388846303038e+00 -2.314045024618411051e-01 -6.108314515976684955e-01 3.931958269337240353e+01 -3.220545998647548203e-01 -3.040841936660490519e-01 4.944407649826780471e+01
7.951002227171533043e-01 6.467654866351395526e+00 2.851413054950798776e-01 1.926643229387188239e+00 6.303112912305294913e+00 9.595894271562090960e-01 1.270167977031060769e+00 -2.324814356745582844e-01 -6.118473453406300111e-01 3.948476071693728784e+01 -3.226186370715380947e-01 -3.041095926432723084e-01 4.944252995302139198e+01
7.984409799554607057e-01 6.488689376598936853e+00 2.883584218451108461e-01 1.930876117253407465e+00 6.289552367225526019e+00 9.663947506402147392e-01 1.263909600351470486e+00 -2.335597324441118505e-01 -6.128634006323442351e-01 3.964993387847347606e+01 -3.228701013323621027e-01 -3.041672813403638043e-01 4.944116635257167047e+01
8.017817371937681070e-01 6.509678635866867680e+00 2.915983118495406035e-01 1.935087984468220945e+00 6.276022643615291940e+00 9.732232744994747664e-01 1.257583684653600153e+00 -2.346383578000122705e-01 -6.138795888302668313e-01 3.981510278508628176e+01 -3.228197227216920151e-01 -3.041762454282425088e-01 4.943998028559376223e+01
8.051224944320755084e-01 6.530622746967408077e+00 2.948610531978712590e-01 1.939278606109602121e+00 6.262523649640587387e+00 9.800751039055054514e-01 1.251190653182070678e+00 -2.357163635203321506e-01 -6.148956222485485457e-01 3.998026799652978269e+01 -3.225081207038374975e-01 -3.040636998888001652e-01 4.943894913002078084e+01
8.084632516703829097e-01 6.551521812417687052e+00 2.981467238888017568e-01 1.943447758648172874e+00 6.249055301325303624e+00 9.869503189818148448e-01 1.244730914548018985e+00 -2.367929805170895796e-01 -6.159109939073595941e-01 4.014542997179478334e+01 -3.220008861814389611e-01 -3.037721893456750699e-01 4.943803575888529878e+01
8.118040089086903111e-01 6.572375934473801529e+00 3.014554021498936365e-01 1.947595219880434270e+00 6.235617526969106095e+00 9.938489772246278386e-01 1.238204852390407007e+00 -2.378676906247289558e-01 -6.169250382478939088e-01 4.031058902717405346e+01 -3.213812845874605140e-01 -3.032649412097277453e-01 4.943719264150736592e+01
8.151447661469977124e-01 6.593185215176863956e+00 3.047871663693372257e-01 1.951720768831651798e+00 6.222210269859304255e+00 1.000771118252767433e+00 1.231612817681953187e+00 -2.389402711267651358e-01 -6.179370061009041848e-01 4.047574530975186491e+01 -3.207413779503817675e-01 -3.025289841483199127e-01 4.943636689406122997e+01
8.184855233853051137e-01 6.613949756404933211e+00 3.081420950467412823e-01 1.955824185638414425e+00 6.208833489059454536e+00 1.007716770340739476e+00 1.224955124334729195e+00 -2.400108082760546713e-01 -6.189461459572436208e-01 4.064089878861877736e+01 -3.201725009695197133e-01 -3.015757825173223106e-01 4.943550574874417691e+01
8.218262806236125151e-01 6.634669659924314900e+00 3.115202667677589021e-01 1.959905251422503047e+00 6.195487158257852123e+00 1.014685958030265622e+00 1.218232048411389767e+00 -2.410796792821742196e-01 -6.199517831826889536e-01 4.080604926427383816e+01 -3.197560661177937247e-01 -3.004393937586007368e-01 4.943456188087493786e+01
8.251670378619199164e-01 6.655345027433997807e+00 3.149217602048478004e-01 1.963963748168112700e+00 6.182171262854652127e+00 1.021678710031370230e+00 1.211443830882271033e+00 -2.421475054250569470e-01 -6.209533892635071828e-01 4.097119639483300801e+01 -3.195556140146889601e-01 -2.991724042395985106e-01 4.943349806025808846e+01
8.285077951002273178e-01 6.675975960597885006e+00 3.183466541437977582e-01 1.967999458613687747e+00 6.168885795637637948e+00 1.028695066620699761e+00 1.204590683522610783e+00 -2.432150817885815053e-01 -6.219506343955029104e-01 4.113633973599998939e+01 -3.196108760289251838e-01 -2.978401149303668283e-01 4.943229067336135785e+01
8.318485523385347191e-01 6.696562561060876995e+00 3.217950275331171173e-01 1.972012166167762093e+00 6.155630751527211508e+00 1.035735085819893264e+00 1.197672797251022825e+00 -2.442832913152925556e-01 -6.229434185927945622e-01 4.130147879043818193e+01 -3.199343934434357717e-01 -2.965136108996637709e-01 4.943093178721156278e+01
8.351893095768421205e-01 6.717104930446618383e+00 3.252669595511969436e-01 1.976001654855483736e+00 6.142406121949188780e+00 1.042798847780643579e+00 1.190690351996810614e+00 -2.453530122576806083e-01 -6.239318787884260420e-01 4.146661306133561453e+01 -3.205109657689230174e-01 -2.952624429783464732e-01 4.942942958094540273e+01
8.385300668151495218e-01 6.737603170336631919e+00 3.287625296845722023e-01 1.979967709299229162e+00 6.129211889413235248e+00 1.049886456999125084e+00 1.183643527067659740e+00 -2.464250285254735995e-01 -6.249163718843633308e-01 4.163174210465445668e+01 -3.212999086188232933e-01 -2.941476684597207902e-01 4.942780714018608279e+01
8.418708240534569232e-01 6.758057382232443899e+00 3.322818178097122210e-01 1.983910114733232755e+00 6.116048022835306242e+00 1.056998042209550626e+00 1.176532510978445023e+00 -2.474999518843021828e-01 -6.258974361282826360e-01 4.179686557482094145e+01 -3.222398190688622321e-01 -2.932159406197722418e-01 4.942609977519234121e+01
8.452115812917643245e-01 6.778467667503970340e+00 3.358249042706650811e-01 1.987828657048807734e+00 6.102914474050045612e+00 1.064133754041173940e+00 1.169357509793424565e+00 -2.485781635295346570e-01 -6.268757353074013716e-01 4.196198325939982254e+01 -3.232553019834616959e-01 -2.924952120189692750e-01 4.942435116911722304e+01
8.485523385300717258e-01 6.798834127328686527e+00 3.393918699455329424e-01 1.991723122863852335e+00 6.089811175824907608e+00 1.071293760741545809e+00 1.162118753215186207e+00 -2.496597804083917904e-01 -6.278519918517343479e-01 4.212709509951692866e+01 -3.242649281051130372e-01 -2.919924384882799373e-01 4.942260877335237268e+01
8.518930957683791272e-01 6.819156862626915228e+00 3.429827962960843579e-01 1.995593299608173554e+00 6.076738041526600576e+00 1.078478242450159996e+00 1.154816497903204287e+00 -2.507446490300578312e-01 -6.288269158841289785e-01 4.229220119430933522e+01 -3.251895904895582001e-01 -2.916934588521172267e-01 4.942091893248370837e+01
8.552338530066865285e-01 6.839435973998745588e+00 3.465977653966557659e-01 1.999438975614911573e+00 6.063694966419435062e+00 1.085687384634141051e+00 1.147451027795738154e+00 -2.518323666657773519e-01 -6.298011374660941186e-01 4.245730178933412446e+01 -3.259604083615615933e-01 -2.915650020665793152e-01 4.941932223649300937e+01
8.585746102449939299e-01 6.859671561667787465e+00 3.502368599406617267e-01 2.003259940208098833e+00 6.050681830411820172e+00 1.092921371360607408e+00 1.140022651510972374e+00 -2.529223270896787112e-01 -6.307751487664660095e-01 4.262239725048353023e+01 -3.265253958719597227e-01 -2.915585612943655258e-01 4.941784956248400817e+01
8.619153674833013312e-01 6.879863725436083932e+00 3.539001632252971041e-01 2.007055983777122687e+00 6.037698501927553529e+00 1.100180379074795933e+00 1.132531697186745401e+00 -2.540137856198588229e-01 -6.317492616975800557e-01 4.278748802637507964e+01 -3.268542581653422485e-01 -2.916156944124649320e-01 4.941651918745118621e+01
8.652561247216087326e-01 6.900012564653247082e+00 3.575877591171472414e-01 2.010826897830476856e+00 6.024744842475905138e+00 1.107464571481838522e+00 1.124978505355912040e+00 -2.551059364175963795e-01 -6.327235848579709776e-01 4.295257460327325560e+01 -3.269408819022152080e-01 -2.916741796145340682e-01 4.941533523683661144e+01
8.685968819599161339e-01 6.920118178201366099e+00 3.612997320032209636e-01 2.014572475023481690e+00 6.011820711437862563e+00 1.114774096002389081e+00 1.117363420624837733e+00 -2.561979939544715701e-01 -6.336980215771582658e-01 4.311765745725388399e+01 -3.268033298105111339e-01 -2.916743847677539803e-01 4.941428759343726540e+01
8.719376391982235353e-01 6.940180664495576579e+00 3.650361667332168714e-01 2.018292509157396442e+00 5.998925970579390921e+00 1.122109082102464628e+00 1.109686783011621491e+00 -2.572892703470808784e-01 -6.346722886906210892e-01 4.328273700848993144e+01 -3.264814038244782668e-01 -2.915652052654472137e-01 4.941335324210241708e+01
8.752783964365309366e-01 6.960200121498616888e+00 3.687971485595168963e-01 2.021986795150231941e+00 5.986060487845257683e+00 1.129469641603839447e+00 1.101948919802772764e+00 -2.583792408858274214e-01 -6.356459536017980971e-01 4.344781358221251821e+01 -3.260320832610800745e-01 -2.913089858293657630e-01 4.941249888250926858e+01
8.786191536748383379e-01 6.980176646746342861e+00 3.725827630814235736e-01 2.025655128982323916e+00 5.973224140073024380e+00 1.136855870882854447e+00 1.094150138705263231e+00 -2.594675914638122083e-01 -6.366184854173877472e-01 4.361288738012756738e+01 -3.255233496253892023e-01 -2.908849592448979338e-01 4.941168451908257708e+01
8.819599109131457393e-01 7.000110337380149872e+00 3.763930961995358704e-01 2.029297307622091040e+00 5.960416814386265472e+00 1.144267854682151642e+00 1.086290722916227969e+00 -2.605542435874423912e-01 -6.375893146413814661e-01 4.377795846493357601e+01 -3.250270585715541727e-01 -2.902908961248054087e-01 4.941086764556370525e+01
8.853006681514531406e-01 7.020001290181681064e+00 3.802282340849764131e-01 2.032913128939130232e+00 5.947638408166032065e+00 1.151705671109143347e+00 1.078370928522846217e+00 -2.616393550098857212e-01 -6.385578951998520658e-01 4.394302675921029078e+01 -3.246115988036248901e-01 -2.895428472782958784e-01 4.941000759028655409e+01
8.886414253897605420e-01 7.039849601605104645e+00 3.840882631665693547e-01 2.036502391612792451e+00 5.934888827645326437e+00 1.159169397290817027e+00 1.070390984402502577e+00 -2.627232965265649534e-01 -6.395237624985534719e-01 4.410809205847434100e+01 -3.243350809877060814e-01 -2.886730547081574061e-01 4.940906958127371240e+01
