# t x y z vx vy vz phi theta gamma phid thetad gammad
1.513363028953227607e+00 1.006127382684446303e+01 1.664463183114324840e+00 2.039821826845178876e+00 3.707719330639704047e+00 3.148137498656230715e+00 -1.370322163811036775e+00 -4.351133060312801226e-01 -8.331100879585074948e-01 7.494189463665568951e+01 -1.026291933627828945e-01 -3.739445364898053570e-01 4.940542962084819578e+01
1.516703786191534897e+00 1.007363677320028472e+01 1.675003011564113908e+00 2.035213621827346664e+00 3.693553940556836501e+00 3.161707724081815218e+00 -1.388465333402101543e+00 -4.354498418778706692e-01 -8.343603370604933955e-01 7.510694976319545901e+01 -9.883110403444643477e-02 -3.745359423326982129e-01 4.940758300020777227e+01
1.520044543429842188e+00 1.008595228975765856e+01 1.685588187003808081e+00 2.030544717244873176e+00 3.679324603368638424e+00 3.175285097711328941e+00 -1.406660922818696369e+00 -4.357735618634442365e-01 -8.356125367847659913e-01 7.527201218754446188e+01 -9.495665623842494685e-02 -3.751108195758079966e-01 4.940979868477400316e+01
1.523385300668149478e+00 1.009822016200812911e+01 1.696218731985912553e+00 2.025814938454077119e+00 3.665030795659538931e+00 3.188868823765770966e+00 -1.424908643665480312e+00 -4.360842120524338617e-01 -8.368666169444669567e-01 7.543708211727731339e+01 -9.100721724360696929e-02 -3.756602688260324285e-01 4.941207583260230507e+01
1.526726057906456768e+00 1.011044017370947934e+01 1.706894666396288507e+00 2.021024111795767908e+00 3.650672003041040892e+00 3.202458101566369120e+00 -1.443208194966303815e+00 -4.363815497236632202e-01 -8.381224787136657417e-01 7.560215975221338169e+01 -8.698806978709577864e-02 -3.761761808545245889e-01 4.941441068724008545e+01
1.530066815144764059e+00 1.012261210691730540e+01 1.717616007437509973e+00 2.016172064637036687e+00 3.636247720994709720e+00 3.216052125372554027e+00 -1.461559263345803661e+00 -4.366653555989435387e-01 -8.393799985848290346e-01 7.576724527528506314e+01 -8.290784164905423692e-02 -3.766520032070692081e-01 4.941679698514082730e+01
1.533407572383071349e+00 1.013473574201933047e+01 1.728382769611720438e+00 2.011258625412065015e+00 3.621757455661612557e+00 3.229650084250215603e+00 -1.479961523430994852e+00 -4.369354435958212601e-01 -8.406390346228665988e-01 7.593233884519608523e+01 -7.877760721401518007e-02 -3.770833373386678899e-01 4.941922661028878849e+01
1.536748329621378639e+00 1.014681085777218073e+01 1.739194964703148827e+00 2.006283623661277993e+00 3.607200724515571721e+00 3.243251162005391652e+00 -1.498414638430969781e+00 -4.371916671599870297e-01 -8.418994343480039610e-01 7.609744059158639118e+01 -7.460975616082002326e-02 -3.774683090168705624e-01 4.942169042709122806e+01
1.540089086859685930e+00 1.015883723134013827e+01 1.750052601760554882e+00 2.001246890068344886e+00 3.592577056869017849e+00 3.256854537211855138e+00 -1.516918260837109234e+00 -4.374339215908034095e-01 -8.431610434270420118e-01 7.626255061315870876e+01 -7.041674656465611581e-02 -3.778076785441744079e-01 4.942417920540875542e+01
1.543429844097993220e+00 1.017081463833526378e+01 1.760955687079951648e+00 1.996148256494729267e+00 3.577885994176472906e+00 3.270459383351968174e+00 -1.535472033176269235e+00 -4.376621421854889893e-01 -8.444237142851058753e-01 7.642766897891802103e+01 -6.620986971558498468e-02 -3.781046841286556659e-01 4.942668454328941863e+01
1.546770601336300510e+00 1.018274285285816028e+01 1.771904224188001642e+00 1.990987556011736492e+00 3.563127090120103979e+00 3.284064869079574844e+00 -1.554075588746073100e+00 -4.378762984514384948e-01 -8.456873137731339973e-01 7.659279573235882310e+01 -6.199815100918987937e-02 -3.783646387365190433e-01 4.942919969429161853e+01
1.550111358574607801e+00 1.019462164753866418e+01 1.782898213826493272e+00 1.985764622930227929e+00 3.548299910482494379e+00 3.297670158602598711e+00 -1.572728552264932356e+00 -4.380763850290584349e-01 -8.469517291362708145e-01 7.675793089813973324e+01 -5.778749581490142534e-02 -3.785943252642777201e-01 4.943172021698928376e+01
1.553452115812915091e+00 1.020645079357579377e+01 1.793937653938278531e+00 1.980479292828388083e+00 3.533404032831735098e+00 3.311274412172382497e+00 -1.591430540379306757e+00 -4.382624102901420682e-01 -8.482168717124679569e-01 7.692307449053910773e+01 -5.358016300035381430e-02 -3.788012544414665062e-01 4.943424438316796454e+01
1.556792873051222381e+00 1.021823006077638318e+01 1.805022539654994373e+00 1.975131402578098383e+00 3.518439046061239583e+00 3.324876786657628092e+00 -1.610181161985935638e+00 -4.384343837976011904e-01 -8.494826780291595547e-01 7.708822652281379817e+01 -4.937461457743597126e-02 -3.789928626235186671e-01 4.943677330634017153e+01
